loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,pub_rec,pub_rec_bankruptcies,issue_year,loan_amnt_ctg,funded_amnt_inv_ctg,annual_inc_ctg
7500,7500,7500.0,36,16.2,264.76,D,D1,4,MORTGAGE,35000.0,Oct-11,Fully Paid,credit_card,OH,18.31,0,0.0,11,1,1,3
5000,5000,5000.0,36,6.6,153.52,A,A2,1,RENT,90000.0,Oct-11,Charged Off,small_business,TX,4.32,0,0.0,11,1,1,9
14000,14000,14000.0,36,10.6,456.03,B,B2,3,MORTGAGE,72000.0,Oct-11,Fully Paid,debt_consolidation,CO,22.48,0,0.0,11,2,2,7
5000,5000,5000.0,36,9.9,161.13,B,B1,2,RENT,25000.0,Oct-11,Charged Off,other,MI,7.34,0,0.0,11,1,1,2
10000,10000,10000.0,36,13.4,339.31,C,C1,2,MORTGAGE,70000.0,Oct-11,Fully Paid,debt_consolidation,NC,13.44,0,0.0,11,2,2,7
35000,35000,34950.0,36,7.9,1095.16,A,A4,10,MORTGAGE,118400.0,Oct-11,Fully Paid,credit_card,CO,13.98,0,0.0,11,7,6,11
19400,19400,19400.0,60,20.8,523.64,F,F1,6,MORTGAGE,70000.0,Oct-11,Charged Off,debt_consolidation,SC,18.19,0,0.0,11,3,3,7
30000,30000,29975.0,60,21.6,822.95,F,F3,10,RENT,80000.0,Oct-11,Fully Paid,debt_consolidation,NY,14.73,0,0.0,11,6,5,8
7500,7500,7500.0,36,6.0,228.27,A,A1,1,RENT,55000.0,Oct-11,Fully Paid,other,CO,22.12,0,0.0,11,1,1,5
18000,18000,17975.0,60,12.4,404.24,B,B4,1,MORTGAGE,79000.0,Oct-11,Charged Off,debt_consolidation,MN,14.89,0,0.0,11,3,3,7
18975,18975,18675.0,60,10.6,409.26,B,B2,10,MORTGAGE,58172.0,Oct-11,Fully Paid,debt_consolidation,FL,10.54,0,0.0,11,3,3,5
12000,12000,12000.0,60,17.5,301.99,D,D4,6,RENT,80000.0,Oct-11,Fully Paid,other,NY,13.39,0,0.0,11,2,2,8
7000,7000,7000.0,36,12.6,234.82,B,B5,3,RENT,65000.0,Oct-11,Fully Paid,debt_consolidation,NJ,10.95,0,0.0,11,1,1,6
9200,9200,9175.0,36,6.0,280.01,A,A1,10,MORTGAGE,72996.0,Oct-11,Fully Paid,other,RI,5.47,0,0.0,11,1,1,7
30000,30000,30000.0,36,17.5,1078.27,D,D4,6,MORTGAGE,200000.0,Oct-11,Fully Paid,debt_consolidation,AR,5.99,0,0.0,11,6,6,20
3000,3000,3000.0,60,10.6,64.71,B,B2,10,MORTGAGE,25500.0,Oct-11,Charged Off,home_improvement,FL,24.28,0,0.0,11,0,0,2
10300,10300,10300.0,36,16.2,363.6,D,D1,1,MORTGAGE,26400.0,Oct-11,Charged Off,debt_consolidation,OH,12.86,0,0.0,11,2,2,2
15600,15600,15600.0,36,12.6,523.3,B,B5,10,RENT,90000.0,Oct-11,Fully Paid,other,CA,3.61,0,0.0,11,3,3,9
8000,8000,7750.0,36,12.4,267.33,B,B4,10,OWN,102000.0,Oct-11,Fully Paid,debt_consolidation,NY,15.39,0,0.0,11,1,1,10
7200,7200,7200.0,36,9.9,232.02,B,B1,10,RENT,60036.0,Oct-11,Fully Paid,credit_card,CA,21.71,0,0.0,11,1,1,6
3000,3000,3000.0,36,7.5,93.34,A,A3,2,RENT,67000.0,Oct-11,Fully Paid,credit_card,CA,21.12,0,0.0,11,0,0,6
17450,17450,17425.0,36,6.6,535.78,A,A2,10,MORTGAGE,57188.0,Oct-11,Fully Paid,debt_consolidation,IL,23.4,0,0.0,11,3,3,5
12000,12000,11975.0,36,6.6,368.45,A,A2,10,MORTGAGE,85000.0,Oct-11,Fully Paid,debt_consolidation,WA,4.73,0,0.0,11,2,2,8
16000,16000,15950.0,36,7.9,500.65,A,A4,7,MORTGAGE,60000.0,Oct-11,Fully Paid,debt_consolidation,IL,11.94,0,0.0,11,3,3,6
10000,10000,10000.0,36,14.2,343.09,C,C2,1,RENT,57000.0,Oct-11,Fully Paid,credit_card,PA,17.22,0,0.0,11,2,2,5
5000,5000,5000.0,36,7.9,156.46,A,A4,2,RENT,54000.0,Oct-11,Fully Paid,home_improvement,PA,10.02,0,0.0,11,1,1,5
16000,16000,15990.35802,36,7.5,497.78,A,A3,1,MORTGAGE,79500.0,Oct-11,Fully Paid,credit_card,MN,8.08,0,0.0,11,3,3,7
7200,7200,7200.0,36,11.7,238.15,B,B3,10,MORTGAGE,57000.0,Oct-11,Fully Paid,other,KS,12.27,0,0.0,11,1,1,5
23000,23000,22975.0,60,11.7,508.26,B,B3,10,OWN,46000.0,Oct-11,Fully Paid,major_purchase,AZ,7.41,0,0.0,11,4,4,4
14000,14000,14000.0,60,17.2,349.98,D,D3,1,MORTGAGE,72000.0,Oct-11,Fully Paid,debt_consolidation,TX,15.72,0,0.0,11,2,2,7
20000,20000,19750.0,36,13.4,678.61,C,C1,2,MORTGAGE,75000.0,Oct-11,Fully Paid,credit_card,KS,17.6,0,0.0,11,4,3,7
3450,3450,3450.0,36,12.6,115.73,B,B5,8,RENT,14000.0,Oct-11,Fully Paid,credit_card,NY,16.71,0,0.0,11,0,0,1
9500,9500,9475.0,36,8.9,301.66,A,A5,2,RENT,56400.0,Oct-11,Fully Paid,debt_consolidation,CA,8.19,0,0.0,11,1,1,5
25000,25000,25000.0,36,16.2,882.51,D,D1,3,MORTGAGE,82000.0,Oct-11,Fully Paid,debt_consolidation,OR,12.19,0,0.0,11,5,5,8
6000,6000,5750.0,36,9.9,193.35,B,B1,5,RENT,50000.0,Oct-11,Fully Paid,credit_card,NC,22.56,0,0.0,11,1,1,5
10000,10000,10000.0,36,14.2,343.09,C,C2,10,MORTGAGE,94000.0,Oct-11,Fully Paid,house,OH,9.92,0,0.0,11,2,2,9
3000,3000,3000.0,36,7.5,93.34,A,A3,10,OWN,53000.0,Oct-11,Fully Paid,car,MI,3.35,0,0.0,11,0,0,5
17000,17000,17000.0,36,10.6,553.75,B,B2,10,MORTGAGE,72000.0,Oct-11,Fully Paid,debt_consolidation,IL,16.12,0,0.0,11,3,3,7
4800,4800,4800.0,36,12.4,160.4,B,B4,5,MORTGAGE,69600.0,Oct-11,Charged Off,home_improvement,GA,15.36,0,0.0,11,0,0,6
8000,8000,8000.0,36,12.6,268.36,B,B5,10,MORTGAGE,35000.0,Oct-11,Fully Paid,debt_consolidation,TX,23.97,1,1.0,11,1,1,3
7000,7000,7000.0,36,6.0,213.05,A,A1,2,RENT,78300.0,Oct-11,Fully Paid,debt_consolidation,NY,1.73,0,0.0,11,1,1,7
10000,10000,9975.0,36,11.7,330.76,B,B3,1,RENT,93000.0,Oct-11,Fully Paid,major_purchase,CO,16.89,0,0.0,11,2,1,9
8000,8000,8000.0,36,15.9,281.1,C,C5,8,RENT,70000.0,Oct-11,Fully Paid,debt_consolidation,IL,15.98,0,0.0,11,1,1,7
18000,18000,17475.0,60,10.6,388.23,B,B2,10,RENT,83004.0,Oct-11,Fully Paid,debt_consolidation,NJ,9.44,0,0.0,11,3,3,8
18000,18000,18000.0,36,7.9,563.23,A,A4,10,MORTGAGE,68000.0,Oct-11,Fully Paid,debt_consolidation,AZ,20.15,0,0.0,11,3,3,6
14000,14000,13750.0,60,7.9,283.2,A,A4,9,MORTGAGE,70000.0,Oct-11,Charged Off,debt_consolidation,MD,20.31,0,0.0,11,2,2,7
8875,8875,8875.0,36,14.2,304.5,C,C2,3,OWN,30000.0,Oct-11,Fully Paid,house,TX,14.64,1,1.0,11,1,1,3
7000,7000,6750.0,36,7.9,219.04,A,A4,2,MORTGAGE,56400.0,Oct-11,Fully Paid,debt_consolidation,CO,21.79,0,0.0,11,1,1,5
11100,11100,11090.27832,36,6.6,340.82,A,A2,1,RENT,30000.0,Oct-11,Fully Paid,debt_consolidation,MI,25.88,0,0.0,11,2,2,3
10000,10000,10000.0,36,6.0,304.36,A,A1,10,MORTGAGE,165000.0,Oct-11,Fully Paid,major_purchase,MD,5.01,0,0.0,11,2,2,16
4000,4000,4000.0,36,16.2,141.21,D,D1,10,RENT,43000.0,Oct-11,Fully Paid,other,NC,11.47,1,1.0,11,0,0,4
6000,6000,6000.0,36,13.4,203.59,C,C1,10,MORTGAGE,45516.0,Oct-11,Fully Paid,small_business,VA,10.18,0,0.0,11,1,1,4
14000,14000,14000.0,36,6.0,426.1,A,A1,5,MORTGAGE,40000.0,Oct-11,Fully Paid,debt_consolidation,FL,17.19,0,0.0,11,2,2,4
1825,1825,1825.0,36,14.2,62.62,C,C2,10,MORTGAGE,98000.0,Oct-11,Fully Paid,medical,MI,18.17,1,1.0,11,0,0,9
15000,15000,15000.0,60,12.6,338.93,B,B5,1,MORTGAGE,85000.0,Oct-11,Fully Paid,debt_consolidation,LA,12.25,0,0.0,11,3,3,8
20400,20400,20325.0,60,14.6,481.58,C,C3,6,RENT,80800.0,Oct-11,Charged Off,debt_consolidation,VA,10.38,0,0.0,11,4,4,8
25000,25000,24715.35803,36,7.5,777.78,A,A3,5,MORTGAGE,90111.0,Oct-11,Charged Off,debt_consolidation,NY,20.27,0,0.0,11,5,4,9
12000,12000,12000.0,36,15.9,421.65,C,C5,2,RENT,47000.0,Oct-11,Fully Paid,credit_card,NY,12.38,0,0.0,11,2,2,4
10000,10000,10000.0,36,12.4,334.16,B,B4,10,MORTGAGE,115000.0,Oct-11,Fully Paid,credit_card,MO,11.42,0,0.0,11,2,2,11
3500,3500,3500.0,60,17.2,87.5,D,D3,9,OWN,29004.0,Oct-11,Fully Paid,debt_consolidation,FL,19.32,0,0.0,11,0,0,2
4800,4800,4800.0,36,8.9,152.42,A,A5,1,RENT,55000.0,Oct-11,Fully Paid,debt_consolidation,FL,20.47,0,0.0,11,0,0,5
4000,4000,4000.0,36,7.9,125.17,A,A4,1,MORTGAGE,60000.0,Oct-11,Fully Paid,car,TX,10.56,0,0.0,11,0,0,6
7000,7000,7000.0,36,10.6,228.02,B,B2,5,RENT,36000.0,Oct-11,Fully Paid,debt_consolidation,AL,18.6,1,1.0,11,1,1,3
5000,5000,5000.0,36,12.4,167.08,B,B4,10,RENT,100000.0,Oct-11,Fully Paid,other,OH,9.18,0,0.0,11,1,1,10
10000,10000,10000.0,36,8.9,317.54,A,A5,1,RENT,21120.0,Oct-11,Fully Paid,house,KY,1.42,0,0.0,11,2,2,2
15000,15000,14990.13995,36,6.0,456.54,A,A1,1,RENT,125000.0,Oct-11,Fully Paid,credit_card,CA,5.0,0,0.0,11,3,2,12
4000,4000,4000.0,36,11.7,132.31,B,B3,2,RENT,150000.0,Oct-11,Charged Off,other,AZ,4.34,0,0.0,11,0,0,15
13100,13100,13100.0,60,19.0,340.04,E,E2,3,RENT,40000.0,Oct-11,Charged Off,credit_card,TX,20.97,0,0.0,11,2,2,4
18000,18000,18000.0,36,11.7,595.37,B,B3,1,RENT,130000.0,Oct-11,Fully Paid,debt_consolidation,NY,0.76,0,0.0,11,3,3,13
3600,3600,3350.0,36,7.9,112.65,A,A4,10,MORTGAGE,93000.0,Oct-11,Fully Paid,home_improvement,TX,5.05,0,0.0,11,0,0,9
9600,9600,9600.0,36,11.7,317.53,B,B3,10,RENT,24000.0,Oct-11,Fully Paid,debt_consolidation,OK,11.35,0,0.0,11,1,1,2
28000,28000,27975.0,36,10.6,912.06,B,B2,10,MORTGAGE,180000.0,Oct-11,Fully Paid,other,PA,6.62,0,0.0,11,5,5,18
10000,10000,10000.0,36,12.6,335.45,B,B5,2,MORTGAGE,60000.0,Oct-11,Fully Paid,debt_consolidation,MA,18.3,0,0.0,11,2,2,6
3800,3800,3800.0,36,17.2,136.0,D,D3,4,RENT,21600.0,Oct-11,Charged Off,debt_consolidation,NJ,12.17,0,0.0,11,0,0,2
12000,12000,12000.0,60,14.6,283.28,C,C3,5,RENT,120000.0,Oct-11,Fully Paid,wedding,CA,10.08,0,0.0,11,2,2,12
25000,25000,24975.0,60,19.0,648.93,E,E2,3,MORTGAGE,195800.0,Oct-11,Charged Off,debt_consolidation,TX,6.06,0,0.0,11,5,4,19
9350,9350,9350.0,36,12.6,313.65,B,B5,7,MORTGAGE,42000.0,Oct-11,Fully Paid,debt_consolidation,CO,12.34,0,0.0,11,1,1,4
35000,35000,34725.0,36,14.2,1200.82,C,C2,4,RENT,160000.0,Oct-11,Fully Paid,debt_consolidation,TX,9.43,0,0.0,11,7,6,16
8000,8000,8000.0,36,10.6,260.59,B,B2,10,MORTGAGE,47000.0,Oct-11,Fully Paid,debt_consolidation,MA,18.82,0,0.0,11,1,1,4
15000,15000,15000.0,36,15.2,521.97,C,C4,10,OWN,54000.0,Oct-11,Fully Paid,car,PA,2.16,0,0.0,11,3,3,5
9000,9000,8975.0,36,6.6,276.34,A,A2,9,MORTGAGE,62000.0,Oct-11,Fully Paid,debt_consolidation,NY,14.44,0,0.0,11,1,1,6
4000,4000,4000.0,36,7.9,125.17,A,A4,1,RENT,95000.0,Oct-11,Fully Paid,moving,CA,11.37,0,0.0,11,0,0,9
14000,14000,14000.0,60,15.2,335.05,C,C4,5,RENT,80000.0,Oct-11,Fully Paid,small_business,HI,9.09,0,0.0,11,2,2,8
5000,5000,5000.0,36,13.4,169.66,C,C1,7,RENT,44000.0,Oct-11,Charged Off,credit_card,NJ,15.82,0,0.0,11,1,1,4
25000,25000,25000.0,60,12.6,564.87,B,B5,6,RENT,175000.0,Oct-11,Fully Paid,debt_consolidation,PA,18.0,0,0.0,11,5,5,17
15000,15000,14975.0,36,6.0,456.54,A,A1,6,MORTGAGE,83004.0,Oct-11,Fully Paid,home_improvement,GA,0.36,0,0.0,11,3,2,8
9600,9600,9600.0,36,14.2,329.37,C,C2,3,RENT,40000.0,Oct-11,Fully Paid,credit_card,NJ,12.69,0,0.0,11,1,1,4
15000,15000,14750.0,36,11.7,496.14,B,B3,4,OWN,65000.0,Oct-11,Fully Paid,debt_consolidation,NY,20.7,0,0.0,11,3,2,6
14500,14500,14500.0,36,10.6,472.32,B,B2,8,MORTGAGE,52000.0,Oct-11,Fully Paid,debt_consolidation,MD,20.7,1,1.0,11,2,2,5
10000,10000,10000.0,36,15.2,347.98,C,C4,9,MORTGAGE,45600.0,Oct-11,Fully Paid,debt_consolidation,MI,8.97,0,0.0,11,2,2,4
18000,18000,18000.0,36,8.9,571.56,A,A5,6,RENT,171500.0,Oct-11,Fully Paid,debt_consolidation,NY,3.67,0,0.0,11,3,3,17
21000,21000,20500.0,36,7.9,657.1,A,A4,5,MORTGAGE,120000.0,Oct-11,Fully Paid,home_improvement,TX,15.45,0,0.0,11,4,4,12
14000,14000,14000.0,60,18.6,360.41,E,E1,7,MORTGAGE,110000.0,Oct-11,Fully Paid,debt_consolidation,WY,6.97,0,0.0,11,2,2,11
20000,20000,20000.0,60,15.9,485.94,C,C5,1,RENT,104000.0,Oct-11,Charged Off,medical,TX,21.87,0,0.0,11,4,4,10
8700,8700,8700.0,60,18.2,222.11,D,D5,10,RENT,66000.0,Oct-11,Charged Off,debt_consolidation,CT,6.02,0,0.0,11,1,1,6
6450,6450,6450.0,60,18.2,164.67,D,D5,10,MORTGAGE,80000.0,Oct-11,Charged Off,other,CA,23.52,0,0.0,11,1,1,8
28000,28000,27975.0,36,7.9,876.13,A,A4,5,MORTGAGE,120000.0,Oct-11,Fully Paid,small_business,TN,16.67,0,0.0,11,5,5,12
12000,12000,12000.0,36,8.9,381.04,A,A5,1,RENT,90000.0,Oct-11,Fully Paid,debt_consolidation,NY,2.89,0,0.0,11,2,2,9
28000,28000,27975.0,36,11.7,926.13,B,B3,1,MORTGAGE,150000.0,Oct-11,Fully Paid,home_improvement,FL,4.54,0,0.0,11,5,5,15
15000,15000,15000.0,60,10.6,323.53,B,B2,4,MORTGAGE,35000.0,Oct-11,Fully Paid,home_improvement,NC,9.87,0,0.0,11,3,3,3
12000,12000,11750.0,60,7.9,242.75,A,A4,6,MORTGAGE,80000.0,Oct-11,Fully Paid,debt_consolidation,DE,1.88,0,0.0,11,2,2,8
10000,10000,10000.0,36,6.0,304.36,A,A1,6,MORTGAGE,116000.0,Oct-11,Fully Paid,major_purchase,MA,4.91,0,0.0,11,2,2,11
20000,20000,20000.0,60,15.9,485.94,C,C5,7,RENT,97000.0,Oct-11,Fully Paid,small_business,NY,11.54,0,0.0,11,4,4,9
3675,3675,3675.0,36,10.6,119.71,B,B2,1,MORTGAGE,45000.0,Oct-11,Charged Off,credit_card,NC,16.72,1,1.0,11,0,0,4
4500,4500,4500.0,36,14.6,155.23,C,C3,1,RENT,30000.0,Oct-11,Fully Paid,credit_card,NV,23.24,0,0.0,11,0,0,3
8150,8150,8150.0,36,17.2,291.67,D,D3,1,RENT,66500.0,Oct-11,Fully Paid,major_purchase,NY,2.42,0,0.0,11,1,1,6
15000,15000,15000.0,60,17.5,377.49,D,D4,3,RENT,65000.0,Oct-11,Fully Paid,debt_consolidation,CA,13.86,0,0.0,11,3,3,6
17000,17000,17000.0,36,6.0,517.41,A,A1,6,MORTGAGE,72000.0,Oct-11,Fully Paid,wedding,NV,7.13,0,0.0,11,3,3,7
27300,27300,26800.0,36,7.5,849.33,A,A3,8,MORTGAGE,110000.0,Oct-11,Fully Paid,debt_consolidation,LA,23.03,0,0.0,11,5,5,11
7200,7200,7200.0,60,19.9,190.4,E,E4,6,RENT,69000.0,Oct-11,Charged Off,house,FL,4.21,0,0.0,11,1,1,6
3000,3000,3000.0,36,19.4,110.61,E,E3,2,RENT,70000.0,Oct-11,Fully Paid,major_purchase,FL,18.77,0,0.0,11,0,0,7
10000,10000,10000.0,36,14.6,344.95,C,C3,4,MORTGAGE,85000.0,Oct-11,Fully Paid,debt_consolidation,MA,16.8,0,0.0,11,2,2,8
7000,7000,7000.0,36,10.6,228.02,B,B2,1,RENT,18000.0,Oct-11,Fully Paid,debt_consolidation,TX,16.93,0,0.0,11,1,1,1
10000,10000,10000.0,36,14.6,344.95,C,C3,4,OWN,42000.0,Oct-11,Fully Paid,house,FL,21.54,0,0.0,11,2,2,4
23975,23975,23950.0,60,22.3,666.95,F,F5,10,RENT,71000.0,Oct-11,Fully Paid,credit_card,TX,22.8,0,0.0,11,4,4,7
15000,15000,15000.0,36,6.0,456.54,A,A1,8,OWN,190000.0,Oct-11,Fully Paid,home_improvement,FL,0.57,0,0.0,11,3,3,19
6000,6000,6000.0,36,13.4,203.59,C,C1,1,RENT,41600.0,Oct-11,Charged Off,credit_card,NY,21.0,0,0.0,11,1,1,4
3300,3300,3300.0,36,11.7,109.16,B,B3,1,RENT,44760.0,Oct-11,Fully Paid,car,FL,4.16,0,0.0,11,0,0,4
14100,14100,14100.0,36,6.0,429.15,A,A1,6,RENT,83203.68,Oct-11,Fully Paid,debt_consolidation,OH,25.57,0,0.0,11,2,2,8
7000,7000,7000.0,36,10.6,228.02,B,B2,5,MORTGAGE,54000.0,Oct-11,Fully Paid,debt_consolidation,AL,29.64,0,0.0,11,1,1,5
6700,6700,6700.0,60,11.7,148.06,B,B3,2,RENT,40000.0,Oct-11,Fully Paid,small_business,RI,4.86,0,0.0,11,1,1,4
6000,6000,6000.0,36,7.9,187.75,A,A4,2,RENT,33000.0,Oct-11,Fully Paid,debt_consolidation,FL,9.13,0,0.0,11,1,1,3
28000,28000,27725.0,60,12.4,628.81,B,B4,10,MORTGAGE,72000.0,Oct-11,Fully Paid,debt_consolidation,UT,29.3,0,0.0,11,5,5,7
7000,7000,7000.0,36,14.6,241.46,C,C3,7,OWN,130000.0,Oct-11,Charged Off,home_improvement,CA,8.26,0,0.0,11,1,1,13
23700,23700,23675.0,60,11.7,523.73,B,B3,7,RENT,63000.0,Oct-11,Fully Paid,other,PA,20.23,0,0.0,11,4,4,6
8625,8625,8625.0,36,7.9,269.88,A,A4,4,RENT,60626.0,Oct-11,Fully Paid,debt_consolidation,TX,16.25,0,0.0,11,1,1,6
11500,11500,11500.0,36,14.6,396.69,C,C3,10,MORTGAGE,53000.0,Oct-11,Fully Paid,credit_card,OH,19.74,0,0.0,11,2,2,5
31800,31800,31800.0,60,12.6,718.52,B,B5,1,MORTGAGE,75000.0,Oct-11,Fully Paid,house,MI,0.45,0,0.0,11,6,6,7
5800,5800,5800.0,36,9.9,186.91,B,B1,1,RENT,25000.0,Oct-11,Fully Paid,credit_card,NJ,20.45,0,0.0,11,1,1,2
6000,6000,6000.0,36,8.9,190.52,A,A5,7,RENT,30000.0,Oct-11,Fully Paid,other,NY,0.6,0,0.0,11,1,1,3
10000,10000,9975.0,36,6.0,304.36,A,A1,1,MORTGAGE,63132.0,Oct-11,Fully Paid,other,UT,8.34,0,0.0,11,2,1,6
10000,10000,10000.0,36,11.7,330.76,B,B3,2,RENT,38700.0,Oct-11,Fully Paid,credit_card,VA,16.99,0,0.0,11,2,2,3
4000,4000,4000.0,36,7.9,125.17,A,A4,10,MORTGAGE,82000.0,Oct-11,Fully Paid,other,CA,10.43,0,0.0,11,0,0,8
6300,6300,6300.0,36,6.6,193.44,A,A2,1,MORTGAGE,50000.0,Oct-11,Fully Paid,vacation,CA,25.22,0,0.0,11,1,1,5
35000,35000,34975.0,60,18.6,901.01,E,E1,10,MORTGAGE,90000.0,Oct-11,Charged Off,debt_consolidation,OH,4.19,0,0.0,11,7,6,9
12000,12000,12000.0,36,11.7,396.92,B,B3,1,OWN,61000.0,Oct-11,Fully Paid,debt_consolidation,FL,24.16,0,0.0,11,2,2,6
34000,34000,33975.0,60,19.4,889.86,E,E3,6,MORTGAGE,65000.0,Oct-11,Charged Off,debt_consolidation,FL,17.26,0,0.0,11,6,6,6
6000,6000,5750.0,36,7.9,187.75,A,A4,3,RENT,110000.0,Oct-11,Fully Paid,credit_card,NY,3.88,0,0.0,11,1,1,11
15000,15000,15000.0,36,17.5,539.14,D,D4,1,RENT,113000.0,Oct-11,Fully Paid,debt_consolidation,CA,12.48,0,0.0,11,3,3,11
18250,18250,18225.0,36,8.9,579.5,A,A5,7,MORTGAGE,63000.0,Oct-11,Fully Paid,credit_card,MO,26.08,0,0.0,11,3,3,6
11000,11000,11000.0,36,12.6,369.0,B,B5,3,MORTGAGE,46000.0,Oct-11,Fully Paid,debt_consolidation,AR,15.1,0,0.0,11,2,2,4
10000,10000,10000.0,36,6.0,304.36,A,A1,5,MORTGAGE,65000.0,Oct-11,Fully Paid,debt_consolidation,AL,28.65,0,0.0,11,2,2,6
7500,7500,7500.0,36,7.5,233.34,A,A3,10,MORTGAGE,55000.0,Oct-11,Fully Paid,credit_card,WI,4.17,1,1.0,11,1,1,5
12800,12800,12800.0,36,12.4,427.72,B,B4,1,RENT,58000.0,Oct-11,Fully Paid,debt_consolidation,FL,6.79,0,0.0,11,2,2,5
6000,6000,6000.0,36,14.6,206.97,C,C3,10,RENT,65000.0,Oct-11,Fully Paid,debt_consolidation,NY,0.25,0,0.0,11,1,1,6
15000,15000,14975.0,60,19.0,389.36,E,E2,10,MORTGAGE,54000.0,Oct-11,Charged Off,debt_consolidation,WA,18.31,1,0.0,11,3,2,5
4400,4400,4400.0,60,22.7,123.39,G,G1,4,RENT,34000.0,Oct-11,Fully Paid,debt_consolidation,OH,4.45,0,0.0,11,0,0,3
13000,13000,13000.0,60,19.0,337.45,E,E2,5,RENT,70596.0,Oct-11,Charged Off,other,CA,7.84,0,0.0,11,2,2,7
5600,5600,5600.0,60,21.6,153.62,F,F3,8,MORTGAGE,45000.0,Oct-11,Fully Paid,home_improvement,WA,4.16,1,1.0,11,1,1,4
5200,5200,4950.0,36,17.2,186.1,D,D3,2,RENT,52000.0,Oct-11,Fully Paid,credit_card,FL,11.75,0,0.0,11,1,0,5
12000,12000,12000.0,36,7.5,373.33,A,A3,5,MORTGAGE,75000.0,Oct-11,Fully Paid,credit_card,CO,14.5,0,0.0,11,2,2,7
30000,30000,29975.0,60,22.7,841.24,G,G1,10,MORTGAGE,95000.0,Oct-11,Charged Off,small_business,VA,18.53,0,0.0,11,6,5,9
7200,7200,7200.0,36,11.7,238.15,B,B3,3,RENT,29088.0,Oct-11,Fully Paid,other,CA,22.24,0,0.0,11,1,1,2
22250,22250,21975.0,60,13.4,511.86,C,C1,10,RENT,80000.0,Oct-11,Fully Paid,debt_consolidation,TX,19.2,0,0.0,11,4,4,8
7000,7000,7000.0,36,6.0,213.05,A,A1,7,MORTGAGE,52000.0,Oct-11,Fully Paid,debt_consolidation,PA,3.48,0,0.0,11,1,1,5
30000,30000,29975.0,60,18.6,772.29,E,E1,7,MORTGAGE,70000.0,Oct-11,Fully Paid,debt_consolidation,CA,4.47,0,0.0,11,6,5,7
1000,1000,1000.0,36,7.5,31.12,A,A3,10,MORTGAGE,42806.0,Oct-11,Fully Paid,home_improvement,VT,23.44,0,0.0,11,0,0,4
3000,3000,3000.0,36,12.6,100.64,B,B5,2,RENT,18000.0,Oct-11,Fully Paid,moving,CA,7.2,0,0.0,11,0,0,1
35000,35000,34725.0,60,12.4,786.01,B,B4,5,MORTGAGE,103200.0,Oct-11,Charged Off,wedding,VA,8.84,0,0.0,11,7,6,10
11000,11000,11000.0,36,6.6,337.75,A,A2,10,MORTGAGE,170000.0,Oct-11,Fully Paid,major_purchase,MD,4.79,0,0.0,11,2,2,17
9000,9000,8750.0,36,11.7,297.69,B,B3,10,MORTGAGE,54000.0,Oct-11,Fully Paid,debt_consolidation,MO,8.07,1,1.0,11,1,1,5
14000,14000,13975.0,60,19.4,366.42,E,E3,2,RENT,51000.0,Oct-11,Fully Paid,debt_consolidation,NJ,20.45,0,0.0,11,2,2,5
25000,25000,24925.0,60,16.7,618.23,D,D2,10,MORTGAGE,55620.0,Oct-11,Fully Paid,credit_card,SC,8.44,0,0.0,11,5,4,5
12000,12000,11750.0,60,12.4,269.49,B,B4,10,MORTGAGE,65000.0,Oct-11,Fully Paid,debt_consolidation,FL,14.16,0,0.0,11,2,2,6
5000,5000,5000.0,36,8.9,158.77,A,A5,1,RENT,115000.0,Oct-11,Fully Paid,major_purchase,PA,8.94,0,0.0,11,1,1,11
12000,12000,11975.0,60,8.9,248.52,A,A5,3,MORTGAGE,100000.0,Oct-11,Fully Paid,debt_consolidation,OH,12.2,0,0.0,11,2,2,10
31825,31825,31800.0,60,15.9,773.25,C,C5,4,MORTGAGE,49067.2,Oct-11,Fully Paid,debt_consolidation,PA,20.01,0,0.0,11,6,6,4
4800,4800,4800.0,36,16.2,169.45,D,D1,10,RENT,35000.0,Oct-11,Charged Off,other,SC,24.31,0,0.0,11,0,0,3
3400,3400,3400.0,36,16.2,120.03,D,D1,1,RENT,32004.0,Oct-11,Charged Off,other,SC,15.37,0,0.0,11,0,0,3
20000,20000,19750.0,60,11.7,441.97,B,B3,7,MORTGAGE,210000.0,Oct-11,Fully Paid,debt_consolidation,OH,8.68,0,0.0,11,4,3,21
20000,20000,19975.0,60,15.9,485.94,C,C5,5,MORTGAGE,53920.0,Oct-11,Fully Paid,credit_card,TX,23.95,0,0.0,11,4,3,5
2400,2400,2400.0,36,12.4,80.2,B,B4,4,MORTGAGE,120000.0,Oct-11,Fully Paid,credit_card,TX,10.96,0,0.0,11,0,0,12
12500,12500,12500.0,60,15.9,303.72,C,C5,5,RENT,63600.0,Oct-11,Fully Paid,debt_consolidation,PA,13.87,0,0.0,11,2,2,6
14500,14500,14500.0,36,6.6,445.21,A,A2,3,RENT,55000.0,Oct-11,Fully Paid,debt_consolidation,IL,21.58,0,0.0,11,2,2,5
16000,16000,16000.0,36,16.2,564.81,D,D1,10,RENT,86000.0,Oct-11,Fully Paid,debt_consolidation,NY,18.42,0,0.0,11,3,3,8
